# creator_id: 0000-0002-2906-7319
# curie_map:
#   GARD: http://purl.obolibrary.org/obo/GARD_
#   Orphanet: http://www.orpha.net/ORDO/Orphanet_
#   OMIM: https://omim.org/entry/
#   OMIMPS: https://omim.org/phenotypicSeries/PS
#   semapv: https://w3id.org/semapv/
#   skos: http://www.w3.org/2004/02/skos/core#
# license: http://w3id.org/sssom/license/unspecified
subject_id	subject_label	predicate_id	object_id	object_label	subject_category	object_category	object_source	mapping_justification
GARD:20181	Complete septate uterus	skos:exactMatch	Orphanet:180126	Complete septate uterus	Morphological anomaly	Morphological anomaly	Orphanet	semapv:ManualMappingCuration
GARD:20182	Partial septate uterus	skos:exactMatch	Orphanet:180129	Partial septate uterus	Morphological anomaly	Morphological anomaly	Orphanet	semapv:ManualMappingCuration
GARD:20183	Bicornuate uterus	skos:exactMatch	Orphanet:180134	Bicornuate uterus	Clinical group	Clinical group	Orphanet	semapv:ManualMappingCuration
GARD:20184	Uterine hypoplasia	skos:exactMatch	Orphanet:180139	Uterine hypoplasia	Morphological anomaly	Morphological anomaly	Orphanet	semapv:ManualMappingCuration
GARD:20185	Absence of uterine body	skos:exactMatch	Orphanet:180142	Absence of uterine body	Morphological anomaly	Morphological anomaly	Orphanet	semapv:ManualMappingCuration
GARD:20186	Uterine cervical aplasia and agenesis	skos:exactMatch	Orphanet:180145	Uterine cervical aplasia and agenesis	Morphological anomaly	Morphological anomaly	Orphanet	semapv:ManualMappingCuration
GARD:20187	Syndromic uterovaginal malformation	skos:exactMatch	Orphanet:180148	Syndromic uterovaginal malformation	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20188	Rare vaginal malformation	skos:exactMatch	Orphanet:180151	Rare vaginal malformation	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20189	Septate vagina	skos:exactMatch	Orphanet:180154	Septate vagina	Morphological anomaly	Morphological anomaly	Orphanet	semapv:ManualMappingCuration
GARD:20190	Longitudinal vaginal septum	skos:exactMatch	Orphanet:180157	Longitudinal vaginal septum	Clinical subtype	Clinical subtype	Orphanet	semapv:ManualMappingCuration
GARD:20191	Transverse vaginal septum	skos:exactMatch	Orphanet:180160	Transverse vaginal septum	Clinical subtype	Clinical subtype	Orphanet	semapv:ManualMappingCuration
GARD:20192	Rare breast malformation	skos:exactMatch	Orphanet:180163	Rare breast malformation	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20193	Excess breast volume or number	skos:exactMatch	Orphanet:180170	Excess breast volume or number	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20194	Deficient breast volume or number	skos:exactMatch	Orphanet:180173	Deficient breast volume or number	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20195	Supernumerary breasts	skos:exactMatch	Orphanet:180182	Supernumerary breasts	Morphological anomaly	Morphological anomaly	Orphanet	semapv:ManualMappingCuration
GARD:20196	Syndromic breast hypoplasia/aplasia	skos:exactMatch	Orphanet:180193	Syndromic breast hypoplasia/aplasia	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20197	Rare non-malformative gynecologic or obstetric disease	skos:exactMatch	Orphanet:180199	Rare non-malformative gynecologic or obstetric disease	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20198	Rare non-malformative breast disease	skos:exactMatch	Orphanet:180202	Rare non-malformative breast disease	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20199	Rare non-malformative uterovaginal or vulvovaginal disease	skos:exactMatch	Orphanet:180205	Rare non-malformative uterovaginal or vulvovaginal disease	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20200	Anomaly of puberty or/and menstrual cycle	skos:exactMatch	Orphanet:180208	Anomaly of puberty or/and menstrual cycle	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20201	Rare uterine adnexal tumor	skos:exactMatch	Orphanet:180220	Rare uterine adnexal tumor	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20202	Mixed germ cell tumor	skos:exactMatch	Orphanet:180234	Mixed germ cell tumor	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:20203	Benign tumor of fallopian tubes	skos:exactMatch	Orphanet:180237	Benign tumor of fallopian tubes	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:20204	Malignant tumor of fallopian tubes	skos:exactMatch	Orphanet:180242	Malignant tumor of fallopian tubes	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:20205	Rare breast tumor	skos:exactMatch	Orphanet:180250	Rare breast tumor	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20206	Giant adenofibroma of the breast	skos:exactMatch	Orphanet:180267	Giant adenofibroma of the breast	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:20207	Rare non-malformative uterine adnexal disease	skos:exactMatch	Orphanet:180303	Rare non-malformative uterine adnexal disease	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20208	Rare vulvovaginal tumor	skos:exactMatch	Orphanet:180312	Rare vulvovaginal tumor	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20209	Malformative syndrome with dentinogenesis imperfecta	skos:exactMatch	Orphanet:180766	Malformative syndrome with dentinogenesis imperfecta	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20211	Non-syndromic diaphragmatic or thoracic malformation	skos:exactMatch	Orphanet:180776	Non-syndromic diaphragmatic or thoracic malformation	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20212	Syndromic diaphragmatic or thoracic malformation	skos:exactMatch	Orphanet:180779	Syndromic diaphragmatic or thoracic malformation	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20213	Rare gastroesophageal tumor	skos:exactMatch	Orphanet:180821	Rare gastroesophageal tumor	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20214	Rare insulin-resistance syndrome	skos:exactMatch	Orphanet:181368	Rare insulin-resistance syndrome	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20215	Rare diabetes mellitus type 1	skos:exactMatch	Orphanet:181371	Rare diabetes mellitus type 1	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20216	Rare diabetes mellitus type 2	skos:exactMatch	Orphanet:181376	Rare diabetes mellitus type 2	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20217	Other rare diabetes mellitus	skos:exactMatch	Orphanet:181381	Other rare diabetes mellitus	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20218	Rare hypothalamic or pituitary disease	skos:exactMatch	Orphanet:181384	Rare hypothalamic or pituitary disease	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20219	Rare disorder with multisystemic involvement and congenital hypogonadotropic hypogonadism	skos:exactMatch	Orphanet:181387	Rare disorder with multisystemic involvement and congenital hypogonadotropic hypogonadism	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20220	Endocrinopathy with congenital hypogonadotropic hypogonadism as a major feature	skos:exactMatch	Orphanet:181390	Endocrinopathy with congenital hypogonadotropic hypogonadism as a major feature	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20221	Rare hypothyroidism	skos:exactMatch	Orphanet:181396	Rare hypothyroidism	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20222	Rare hyperthyroidism	skos:exactMatch	Orphanet:181399	Rare hyperthyroidism	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20223	Syndrome with hypoparathyroidism	skos:exactMatch	Orphanet:181402	Syndrome with hypoparathyroidism	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20224	Rare hypoparathyroidism	skos:exactMatch	Orphanet:181405	Rare hypoparathyroidism	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20225	Rare hyperparathyroidism	skos:exactMatch	Orphanet:181408	Rare hyperparathyroidism	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20226	Adrenogenital syndrome	skos:exactMatch	Orphanet:181412	Adrenogenital syndrome	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20227	Rare primary hyperaldosteronism	skos:exactMatch	Orphanet:181415	Rare primary hyperaldosteronism	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20228	Rare hypoaldosteronism	skos:exactMatch	Orphanet:181419	Rare hypoaldosteronism	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20229	Rare hyperlipidemia	skos:exactMatch	Orphanet:181422	Rare hyperlipidemia	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20230	Hyperalphalipoproteinemia	skos:exactMatch	Orphanet:181428	Hyperalphalipoproteinemia	Clinical group	Clinical group	Orphanet	semapv:ManualMappingCuration
GARD:20231	Rare hypolipidemia	skos:exactMatch	Orphanet:181431	Rare hypolipidemia	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20232	Rare syndromic dyslipidemia	skos:exactMatch	Orphanet:181437	Rare syndromic dyslipidemia	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20233	Rare disorder with hypergonadotropic hypogonadism	skos:exactMatch	Orphanet:181441	Rare disorder with hypergonadotropic hypogonadism	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20234	Aplastic anemia	skos:exactMatch	Orphanet:182040	Aplastic anemia	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20235	Rare constitutional hemolytic anemia	skos:exactMatch	Orphanet:182043	Rare constitutional hemolytic anemia	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20236	Rare acquired hemolytic anemia	skos:exactMatch	Orphanet:182047	Rare acquired hemolytic anemia	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20237	Rare thrombotic disease of hematologic origin	skos:exactMatch	Orphanet:182054	Rare thrombotic disease of hematologic origin	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20238	Cerebellar malformation	skos:exactMatch	Orphanet:182061	Cerebellar malformation	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20239	Rare neuroinflammatory or neuroimmunological disease	skos:exactMatch	Orphanet:182064	Rare neuroinflammatory or neuroimmunological disease	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20240	Rare neurodegenerative disease	skos:exactMatch	Orphanet:182070	Rare neurodegenerative disease	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20241	ARX-related epileptic encephalopathy	skos:exactMatch	Orphanet:182079	ARX-related epileptic encephalopathy	Clinical group	Clinical group	Orphanet	semapv:ManualMappingCuration
GARD:20242	Channelopathy with epilepsy	skos:exactMatch	Orphanet:182083	Channelopathy with epilepsy	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20243	Acquired peripheral neuropathy	skos:exactMatch	Orphanet:182086	Acquired peripheral neuropathy	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20244	Interstitial lung disease	skos:exactMatch	Orphanet:182095	Interstitial lung disease	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20245	Pneumoconiosis	skos:exactMatch	Orphanet:182098	Pneumoconiosis	Clinical group	Clinical group	Orphanet	semapv:ManualMappingCuration
GARD:20246	Idiopathic eosinophilic pneumonia	skos:exactMatch	Orphanet:182101	Idiopathic eosinophilic pneumonia	Clinical group	Clinical group	Orphanet	semapv:ManualMappingCuration
GARD:20247	Secondary interstitial lung disease in childhood and adulthood associated with a connective tissue disease	skos:exactMatch	Orphanet:182104	Secondary interstitial lung disease in childhood and adulthood associated with a connective tissue disease	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20248	Thoracic malformation	skos:exactMatch	Orphanet:182108	Thoracic malformation	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20249	Respiratory malformation	skos:exactMatch	Orphanet:182111	Respiratory malformation	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20250	Rare urogenital tumor	skos:exactMatch	Orphanet:182114	Rare urogenital tumor	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20251	Non-syndromic urogenital tract malformation of female	skos:exactMatch	Orphanet:182117	Non-syndromic urogenital tract malformation of female	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20252	Non-syndromic urogenital tract malformation of male	skos:exactMatch	Orphanet:182121	Non-syndromic urogenital tract malformation of male	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20253	Non-syndromic urogenital tract malformation of male and female	skos:exactMatch	Orphanet:182124	Non-syndromic urogenital tract malformation of male and female	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20254	Tumor of endocrine glands	skos:exactMatch	Orphanet:182130	Tumor of endocrine glands	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20255	Rare systemic disease	skos:exactMatch	Orphanet:182222	Rare systemic disease	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20256	Systemic autoimmune disease	skos:exactMatch	Orphanet:182228	Systemic autoimmune disease	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20257	Rare rheumatologic disease	skos:exactMatch	Orphanet:182231	Rare rheumatologic disease	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20258	Genetic urticaria	skos:exactMatch	Orphanet:182734	Genetic urticaria	Clinical group	Clinical group	Orphanet	semapv:ManualMappingCuration
GARD:20259	Polymalformative genetic syndrome with increased risk of developing cancer	skos:exactMatch	Orphanet:183422	Polymalformative genetic syndrome with increased risk of developing cancer	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20260	Genetic epidermal disorder	skos:exactMatch	Orphanet:183426	Genetic epidermal disorder	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20261	Inherited ichthyosis	skos:exactMatch	Orphanet:183435	Inherited ichthyosis	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20262	Genetic erythrokeratoderma	skos:exactMatch	Orphanet:183438	Genetic erythrokeratoderma	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20263	Genetic acrokeratoderma	skos:exactMatch	Orphanet:183441	Genetic acrokeratoderma	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20264	Genetic porokeratosis	skos:exactMatch	Orphanet:183444	Genetic porokeratosis	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20265	Genetic epidermal appendage anomaly	skos:exactMatch	Orphanet:183447	Genetic epidermal appendage anomaly	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20266	Genetic hair anomaly	skos:exactMatch	Orphanet:183450	Genetic hair anomaly	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20267	Genetic nail anomaly	skos:exactMatch	Orphanet:183454	Genetic nail anomaly	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20268	Genetic sebaceous gland anomaly	skos:exactMatch	Orphanet:183460	Genetic sebaceous gland anomaly	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20269	Genetic pigmentation anomaly of the skin	skos:exactMatch	Orphanet:183463	Genetic pigmentation anomaly of the skin	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20270	Genetic hyperpigmentation of the skin	skos:exactMatch	Orphanet:183466	Genetic hyperpigmentation of the skin	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20271	Genetic hypopigmentation of the skin	skos:exactMatch	Orphanet:183469	Genetic hypopigmentation of the skin	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20272	Genetic dermis disorder	skos:exactMatch	Orphanet:183472	Genetic dermis disorder	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20273	Genetic skin vascular disorder	skos:exactMatch	Orphanet:183478	Genetic skin vascular disorder	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20274	Genetic mixed dermis disorder	skos:exactMatch	Orphanet:183481	Genetic mixed dermis disorder	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20275	Genetic subcutaneous tissue disorder	skos:exactMatch	Orphanet:183484	Genetic subcutaneous tissue disorder	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20276	Genetic skin tumor or hamartoma	skos:exactMatch	Orphanet:183487	Genetic skin tumor or hamartoma	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20277	Genetic photodermatosis	skos:exactMatch	Orphanet:183490	Genetic photodermatosis	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20278	Genetic immune deficiency with skin involvement	skos:exactMatch	Orphanet:183494	Genetic immune deficiency with skin involvement	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20279	Genetic neuromuscular disease	skos:exactMatch	Orphanet:183497	Genetic neuromuscular disease	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20280	Genetic neurodegenerative disease	skos:exactMatch	Orphanet:183500	Genetic neurodegenerative disease	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20281	Genetic central nervous system and retinal vascular disease	skos:exactMatch	Orphanet:183503	Genetic central nervous system and retinal vascular disease	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20282	Genetic central nervous system malformation	skos:exactMatch	Orphanet:183506	Genetic central nervous system malformation	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20283	Rare genetic headache	skos:exactMatch	Orphanet:183509	Rare genetic headache	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20284	Rare genetic epilepsy	skos:exactMatch	Orphanet:183512	Rare genetic epilepsy	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20285	Rare genetic medullar disease	skos:exactMatch	Orphanet:183515	Rare genetic medullar disease	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20286	Rare hereditary ataxia	skos:exactMatch	Orphanet:183518	Rare hereditary ataxia	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20287	Rare genetic movement disorder	skos:exactMatch	Orphanet:183521	Rare genetic movement disorder	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20288	Rare genetic bone disease	skos:exactMatch	Orphanet:183524	Rare genetic bone disease	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20289	Genetic bone tumor	skos:exactMatch	Orphanet:183527	Genetic bone tumor	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20290	Rare genetic developmental defect during embryogenesis	skos:exactMatch	Orphanet:183530	Rare genetic developmental defect during embryogenesis	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20291	Genetic multiple congenital anomalies/dysmorphic syndrome	skos:exactMatch	Orphanet:183533	Genetic multiple congenital anomalies/dysmorphic syndrome	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20292	Genetic congenital limb malformation	skos:exactMatch	Orphanet:183536	Genetic congenital limb malformation	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20293	Genetic renal or urinary tract malformation	skos:exactMatch	Orphanet:183539	Genetic renal or urinary tract malformation	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20294	Genetic cranial malformation	skos:exactMatch	Orphanet:183542	Genetic cranial malformation	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20295	Genetic digestive tract malformation	skos:exactMatch	Orphanet:183545	Genetic digestive tract malformation	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20296	Genetic visceral malformation of the liver, biliary tract, pancreas or spleen	skos:exactMatch	Orphanet:183548	Genetic visceral malformation of the liver, biliary tract, pancreas or spleen	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20297	Genetic respiratory or mediastinal malformation	skos:exactMatch	Orphanet:183554	Genetic respiratory or mediastinal malformation	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20298	Genetic developmental defect of the eye	skos:exactMatch	Orphanet:183557	Genetic developmental defect of the eye	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20299	Genetic malformation syndrome with short stature	skos:exactMatch	Orphanet:183570	Genetic malformation syndrome with short stature	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20300	Genetic overgrowth/obesity syndrome	skos:exactMatch	Orphanet:183573	Genetic overgrowth/obesity syndrome	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20301	Genetic branchial arch or oral-acral syndrome	skos:exactMatch	Orphanet:183576	Genetic branchial arch or oral-acral syndrome	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20302	Genetic malformation syndrome with odontal and/or periodontal component	skos:exactMatch	Orphanet:183580	Genetic malformation syndrome with odontal and/or periodontal component	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20303	Genetic head and neck malformation	skos:exactMatch	Orphanet:183583	Genetic head and neck malformation	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20304	Genetic glomerular disease	skos:exactMatch	Orphanet:183586	Genetic glomerular disease	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20305	Genetic thrombotic microangiopathy	skos:exactMatch	Orphanet:183589	Genetic thrombotic microangiopathy	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20306	Genetic renal tubular disease	skos:exactMatch	Orphanet:183592	Genetic renal tubular disease	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20307	Genetic renal tumor	skos:exactMatch	Orphanet:183595	Genetic renal tumor	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20308	Genetic lens and zonula anomaly	skos:exactMatch	Orphanet:183607	Genetic lens and zonula anomaly	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20309	Genetic neuro-ophthalmological disease	skos:exactMatch	Orphanet:183616	Genetic neuro-ophthalmological disease	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20310	Genetic eye tumor	skos:exactMatch	Orphanet:183619	Genetic eye tumor	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20311	Genetic respiratory malformation	skos:exactMatch	Orphanet:183622	Genetic respiratory malformation	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20312	Rare genetic diabetes mellitus	skos:exactMatch	Orphanet:183625	Rare genetic diabetes mellitus	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20313	Rare genetic hypothalamic or pituitary disease	skos:exactMatch	Orphanet:183628	Rare genetic hypothalamic or pituitary disease	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20314	Rare genetic thyroid disease	skos:exactMatch	Orphanet:183631	Rare genetic thyroid disease	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20315	Rare genetic parathyroid disease and phosphocalcic metabolism disorder	skos:exactMatch	Orphanet:183634	Rare genetic parathyroid disease and phosphocalcic metabolism disorder	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20316	Rare genetic adrenal disease	skos:exactMatch	Orphanet:183637	Rare genetic adrenal disease	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20317	Genetic polyendocrinopathy	skos:exactMatch	Orphanet:183643	Genetic polyendocrinopathy	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20318	Rare constitutional anemia	skos:exactMatch	Orphanet:183651	Rare constitutional anemia	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20319	Rare genetic coagulation disorder	skos:exactMatch	Orphanet:183654	Rare genetic coagulation disorder	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20320	Agammaglobulinemia	skos:exactMatch	Orphanet:183669	Agammaglobulinemia	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20321	Functional neutrophil defect	skos:exactMatch	Orphanet:183681	Functional neutrophil defect	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20322	Genetic susceptibility to infections due to particular pathogens	skos:exactMatch	Orphanet:183710	Genetic susceptibility to infections due to particular pathogens	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20323	Rare genetic gynecological and obstetrical diseases	skos:exactMatch	Orphanet:183731	Rare genetic gynecological and obstetrical diseases	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20324	Genetic gynecological tumor	skos:exactMatch	Orphanet:183734	Genetic gynecological tumor	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20325	Rare genetic intellectual disability	skos:exactMatch	Orphanet:183757	Rare genetic intellectual disability	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20326	Rare genetic syndromic intellectual disability	skos:exactMatch	Orphanet:183763	Rare genetic syndromic intellectual disability	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20327	Rare genetic immune disease	skos:exactMatch	Orphanet:183770	Rare genetic immune disease	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20328	Superficial fibromatosis	skos:exactMatch	Orphanet:199257	Superficial fibromatosis	Clinical group	Clinical group	Orphanet	semapv:ManualMappingCuration
GARD:20329	Calcifying aponeurotic fibroma	skos:exactMatch	Orphanet:199260	Calcifying aponeurotic fibroma	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:20330	Congenital microgastria	skos:exactMatch	Orphanet:199293	Congenital microgastria	Morphological anomaly	Morphological anomaly	Orphanet	semapv:ManualMappingCuration
GARD:20331	Late-onset isolated ACTH deficiency	skos:exactMatch	Orphanet:199299	Late-onset isolated ACTH deficiency	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:20332	Tetragametic chimerism	skos:exactMatch	Orphanet:199310	Tetragametic chimerism	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:20333	Endophthalmitis	skos:exactMatch	Orphanet:199323	Endophthalmitis	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:20334	Isolated autosomal dominant hypomagnesemia, Glaudemans type	skos:exactMatch	Orphanet:199326	Isolated autosomal dominant hypomagnesemia, Glaudemans type	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:20335	Congenital myopathy, Paradas type	skos:exactMatch	Orphanet:199329	Congenital myopathy, Paradas type	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:20336	Atypical autism	skos:exactMatch	Orphanet:199627	Atypical autism	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:20337	Isolated cerebellar vermis hypoplasia	skos:exactMatch	Orphanet:199630	Isolated cerebellar vermis hypoplasia	Morphological anomaly	Morphological anomaly	Orphanet	semapv:ManualMappingCuration
GARD:20338	Non-syndromic cerebral malformation	skos:exactMatch	Orphanet:199633	Non-syndromic cerebral malformation	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20339	Syndrome with corpus callosum agenesis/dysgenesis as a major feature	skos:exactMatch	Orphanet:199639	Syndrome with corpus callosum agenesis/dysgenesis as a major feature	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20340	Paroxysmal dystonia	skos:exactMatch	Orphanet:200037	Paroxysmal dystonia	Clinical group	Clinical group	Orphanet	semapv:ManualMappingCuration
GARD:20341	Anomaly of puberty or/and menstrual cycle of genetic origin	skos:exactMatch	Orphanet:202940	Anomaly of puberty or/and menstrual cycle of genetic origin	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20342	Syndromic microphthalmia-anophthalmia-coloboma	skos:exactMatch	Orphanet:202948	Syndromic microphthalmia-anophthalmia-coloboma	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:20343	Infantile Krabbe disease	skos:exactMatch	Orphanet:206436	Infantile Krabbe disease	Clinical subtype	Clinical subtype	Orphanet	semapv:ManualMappingCuration
GARD:20344	Late-infantile/juvenile Krabbe disease	skos:exactMatch	Orphanet:206443	Late-infantile/juvenile Krabbe disease	Clinical subtype	Clinical subtype	Orphanet	semapv:ManualMappingCuration
GARD:20345	Adult Krabbe disease	skos:exactMatch	Orphanet:206448	Adult Krabbe disease	Clinical subtype	Clinical subtype	Orphanet	semapv:ManualMappingCuration
GARD:20346	Cystadenoma of childhood	skos:exactMatch	Orphanet:206470	Cystadenoma of childhood	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:20347	Malignant germ cell tumor of the vagina	skos:exactMatch	Orphanet:206489	Malignant germ cell tumor of the vagina	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:20348	Vulvovaginal rhabdomyosarcoma	skos:exactMatch	Orphanet:206492	Vulvovaginal rhabdomyosarcoma	Disease	Disease	Orphanet	semapv:ManualMappingCuration
