# creator_id: 0000-0002-2906-7319
# curie_map:
#   GARD: http://purl.obolibrary.org/obo/GARD_
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   oboInOwl: http://www.geneontology.org/formats/oboInOwl#
#   semapv: https://w3id.org/semapv/
#   skos: http://www.w3.org/2004/02/skos/core#
# license: http://w3id.org/sssom/license/unspecified
subject_id	predicate_id	object_id	object_label	mapping_justification
GARD:19886	skos:exactMatch	MONDO:0015305	obsolete rare endometriosis	semapv:ManualMappingCuration
GARD:19887	skos:exactMatch	MONDO:0015307	Madras motor neuron disease	semapv:ManualMappingCuration
GARD:19888	skos:exactMatch	MONDO:0015310	syndromic optic nerve hypoplasia	semapv:ManualMappingCuration
GARD:19889	skos:exactMatch	MONDO:0015312	choanal atresia, unilateral	semapv:ManualMappingCuration
GARD:19890	skos:exactMatch	MONDO:0015313	choanal atresia, bilateral	semapv:ManualMappingCuration
GARD:19891	skos:exactMatch	MONDO:0015314	primary laryngeal lymphangioma	semapv:ManualMappingCuration
GARD:19892	skos:exactMatch	MONDO:0015315	neonatal brainstem dysfunction	semapv:ManualMappingCuration
GARD:19893	skos:exactMatch	MONDO:0015317	laryngotracheal angioma	semapv:ManualMappingCuration
GARD:19894	skos:exactMatch	MONDO:0024145	obsolete Pierre Robin syndrome associated with collagen disease	semapv:ManualMappingCuration
GARD:19895	skos:exactMatch	MONDO:0015319	obsolete rare disease with Pierre Robin syndrome	semapv:ManualMappingCuration
GARD:19896	skos:exactMatch	MONDO:0024147	obsolete Pierre Robin syndrome associated with a chromosomal anomaly	semapv:ManualMappingCuration
GARD:19897	skos:exactMatch	MONDO:0024148	obsolete Pierre Robin syndrome associated with branchial archs anomalies	semapv:ManualMappingCuration
GARD:19898	skos:exactMatch	MONDO:0024149	obsolete Pierre Robin syndrome associated with bone disease	semapv:ManualMappingCuration
GARD:19899	skos:exactMatch	MONDO:0015323	teratogenic Pierre Robin syndrome	semapv:ManualMappingCuration
GARD:19900	skos:exactMatch	MONDO:0015327	developmental anomaly of metabolic origin	semapv:ManualMappingCuration
GARD:19901	skos:exactMatch	MONDO:0015328	obsolete rare bone development disorder	semapv:ManualMappingCuration
GARD:19902	skos:exactMatch	MONDO:0015329	obsolete malformation syndrome with short stature	semapv:ManualMappingCuration
GARD:19903	skos:exactMatch	MONDO:0015330	overgrowth/obesity syndrome	semapv:ManualMappingCuration
GARD:19904	skos:exactMatch	MONDO:0015331	obsolete malformation syndrome with skin/mucosae involvement	semapv:ManualMappingCuration
GARD:19905	skos:exactMatch	MONDO:0015332	obsolete rare developmental defect with connective tissue involvement	semapv:ManualMappingCuration
GARD:19906	skos:exactMatch	MONDO:0015333	progeroid syndrome	semapv:ManualMappingCuration
GARD:19907	skos:exactMatch	MONDO:0015334	branchial arch or oral-acral syndrome	semapv:ManualMappingCuration
GARD:19908	skos:exactMatch	MONDO:0015335	Mendelian syndromes with cleft lip/palate	semapv:ManualMappingCuration
GARD:19909	skos:exactMatch	MONDO:0015336	obsolete malformation syndrome with odontal and/or periodontal component	semapv:ManualMappingCuration
GARD:19910	skos:exactMatch	MONDO:0015337	isolated craniosynostosis	semapv:ManualMappingCuration
GARD:19911	skos:exactMatch	MONDO:0015338	syndromic craniosynostosis	semapv:ManualMappingCuration
GARD:19912	skos:exactMatch	MONDO:0015341	congenital panfollicular nevus	semapv:ManualMappingCuration
GARD:19913	skos:exactMatch	MONDO:0015342	acute transverse myelitis	semapv:ManualMappingCuration
GARD:19914	skos:exactMatch	MONDO:0015344	idiopathic acute transverse myelitis	semapv:ManualMappingCuration
GARD:19915	skos:exactMatch	MONDO:0015345	perioral myoclonia with absences	semapv:ManualMappingCuration
GARD:19916	skos:exactMatch	MONDO:0015346	Jeavons syndrome	semapv:ManualMappingCuration
GARD:19917	skos:exactMatch	MONDO:0015348	leukoencephalopathy with bilateral anterior temporal lobe cysts	semapv:ManualMappingCuration
GARD:19918	skos:exactMatch	MONDO:0015349	progressive cavitating leukoencephalopathy	semapv:ManualMappingCuration
GARD:19919	skos:exactMatch	MONDO:0015351	neuropathy with hearing impairment	semapv:ManualMappingCuration
GARD:19920	skos:exactMatch	MONDO:0015354	hereditary sensory and autonomic neuropathy with deafness and global delay	semapv:ManualMappingCuration
GARD:19921	skos:exactMatch	MONDO:0015356	hereditary neoplastic syndrome	semapv:ManualMappingCuration
GARD:19922	skos:exactMatch	MONDO:0015357	secondary hypoparathyroidism due to impaired parathormon secretion	semapv:ManualMappingCuration
GARD:19923	skos:exactMatch	MONDO:0015359	autosomal dominant hereditary demyelinating motor and sensory neuropathy	semapv:ManualMappingCuration
GARD:19924	skos:exactMatch	MONDO:0015360	autosomal dominant hereditary axonal motor and sensory neuropathy	semapv:ManualMappingCuration
GARD:19925	skos:exactMatch	MONDO:0015361	autosomal recessive hereditary demyelinating motor and sensory neuropathy	semapv:ManualMappingCuration
GARD:19926	skos:exactMatch	MONDO:0015362	autosomal dominant distal hereditary motor neuropathy	semapv:ManualMappingCuration
GARD:19927	skos:exactMatch	MONDO:0015363	autosomal recessive distal hereditary motor neuropathy	semapv:ManualMappingCuration
GARD:19928	skos:exactMatch	MONDO:0015365	autosomal dominant hereditary sensory and autonomic neuropathy	semapv:ManualMappingCuration
GARD:19929	skos:exactMatch	MONDO:0015366	autosomal recessive hereditary sensory and autonomic neuropathy	semapv:ManualMappingCuration
GARD:1993	skos:exactMatch	MONDO:0009445	ichthyosis-hepatosplenomegaly-cerebellar degeneration syndrome	semapv:ManualMappingCuration
GARD:19930	skos:exactMatch	MONDO:0015368	neuro-ophthalmological disease	semapv:ManualMappingCuration
GARD:19931	skos:exactMatch	MONDO:0015369	Joubert syndrome and related disorders	semapv:ManualMappingCuration
GARD:19932	skos:exactMatch	MONDO:0015371	linear atrophoderma of Moulin	semapv:ManualMappingCuration
GARD:19933	skos:exactMatch	MONDO:0004745	priapism	semapv:ManualMappingCuration
GARD:19934	skos:exactMatch	MONDO:0015376	first branchial cleft anomaly	semapv:ManualMappingCuration
GARD:19935	skos:exactMatch	MONDO:0015377	third branchial cleft anomaly	semapv:ManualMappingCuration
GARD:19936	skos:exactMatch	MONDO:0015378	fourth branchial cleft anomaly	semapv:ManualMappingCuration
GARD:19937	skos:exactMatch	MONDO:0015379	cervical dermoid cyst	semapv:ManualMappingCuration
GARD:19938	skos:exactMatch	MONDO:0015380	facial dermoid cyst	semapv:ManualMappingCuration
GARD:19939	skos:exactMatch	MONDO:0015381	commissural lip fistula	semapv:ManualMappingCuration
GARD:1994	skos:exactMatch	MONDO:0007482	dyschondrosteosis-nephritis syndrome	semapv:ManualMappingCuration
GARD:19940	skos:exactMatch	MONDO:0015382	lower lip fistula	semapv:ManualMappingCuration
GARD:19941	skos:exactMatch	MONDO:0015383	cervicofacial fibrochondroma	semapv:ManualMappingCuration
GARD:19942	skos:exactMatch	MONDO:0015384	digestive duplication cyst of the tongue	semapv:ManualMappingCuration
GARD:19943	skos:exactMatch	MONDO:0015386	epignathus	semapv:ManualMappingCuration
GARD:19944	skos:exactMatch	MONDO:0015387	nasolacrimal duct cyst	semapv:ManualMappingCuration
GARD:19945	skos:exactMatch	MONDO:0015388	polyrrhinia	semapv:ManualMappingCuration
GARD:19946	skos:exactMatch	MONDO:0015389	supernumerary nostril	semapv:ManualMappingCuration
GARD:19947	skos:exactMatch	MONDO:0015390	proboscis lateralis	semapv:ManualMappingCuration
GARD:19948	skos:exactMatch	MONDO:0015391	nasopharyngeal teratoma	semapv:ManualMappingCuration
GARD:19949	skos:exactMatch	MONDO:0015392	nasal glial heterotopia	semapv:ManualMappingCuration
GARD:19950	skos:exactMatch	MONDO:0015393	nasal ganglioglioma	semapv:ManualMappingCuration
GARD:19951	skos:exactMatch	MONDO:0015394	nasal encephalocele	semapv:ManualMappingCuration
GARD:19952	skos:exactMatch	MONDO:0015395	congenital subglottic stenosis	semapv:ManualMappingCuration
GARD:19953	skos:exactMatch	MONDO:0015396	congenital laryngeal cyst	semapv:ManualMappingCuration
GARD:19954	skos:exactMatch	MONDO:0015399	glossopalatine ankylosis	semapv:ManualMappingCuration
GARD:19955	skos:exactMatch	MONDO:0015400	frontonasal arteriovenous malformation	semapv:ManualMappingCuration
GARD:19956	skos:exactMatch	MONDO:0015401	maxillary arteriovenous malformation	semapv:ManualMappingCuration
GARD:19957	skos:exactMatch	MONDO:0015402	mandibular arteriovenous malformation	semapv:ManualMappingCuration
GARD:19958	skos:exactMatch	MONDO:0015404	rapidly involuting congenital hemangioma	semapv:ManualMappingCuration
GARD:19959	skos:exactMatch	MONDO:0015406	cerebrofacial arteriovenous metameric syndrome type 1	semapv:ManualMappingCuration
GARD:1996	skos:exactMatch	MONDO:0000736	dyschromatosis universalis hereditaria	semapv:ManualMappingCuration
GARD:19960	skos:exactMatch	MONDO:0015407	cerebrofacial arteriovenous metameric syndrome type 3	semapv:ManualMappingCuration
GARD:19961	skos:exactMatch	MONDO:0015408	diffuse lymphatic malformation	semapv:ManualMappingCuration
GARD:19962	skos:exactMatch	MONDO:0015409	isolated congenital syngnathia	semapv:ManualMappingCuration
GARD:19963	skos:exactMatch	MONDO:0015410	nasal dorsum fistula/cyst	semapv:ManualMappingCuration
GARD:19964	skos:exactMatch	MONDO:0015411	facial cleft	semapv:ManualMappingCuration
GARD:19965	skos:exactMatch	MONDO:0015412	median facial cleft	semapv:ManualMappingCuration
GARD:19966	skos:exactMatch	MONDO:0015413	median cleft of the upper lip and maxilla	semapv:ManualMappingCuration
GARD:19967	skos:exactMatch	MONDO:0015415	oblique facial cleft	semapv:ManualMappingCuration
GARD:19968	skos:exactMatch	MONDO:0015416	Tessier number 5 facial cleft	semapv:ManualMappingCuration
GARD:19969	skos:exactMatch	MONDO:0015417	Tessier number 6 facial cleft	semapv:ManualMappingCuration
GARD:19970	skos:exactMatch	MONDO:0015418	lateral facial cleft	semapv:ManualMappingCuration
GARD:19971	skos:exactMatch	MONDO:0015419	midline cervical cleft	semapv:ManualMappingCuration
GARD:19972	skos:exactMatch	MONDO:0015475	obsolete rare head and neck malformation	semapv:ManualMappingCuration
GARD:19973	skos:exactMatch	MONDO:0015476	cysts and fistulae of the face and oral cavity	semapv:ManualMappingCuration
GARD:19974	skos:exactMatch	MONDO:0015477	pinnae fistula or cyst	semapv:ManualMappingCuration
GARD:19975	skos:exactMatch	MONDO:0015478	paramedian facial cleft	semapv:ManualMappingCuration
GARD:19976	skos:exactMatch	MONDO:0015479	submucosal cleft palate	semapv:ManualMappingCuration
GARD:19977	skos:exactMatch	MONDO:0015480	coloboma of superior eyelid	semapv:ManualMappingCuration
GARD:19978	skos:exactMatch	MONDO:0015481	coloboma of inferior eyelid	semapv:ManualMappingCuration
GARD:19979	skos:exactMatch	MONDO:0015482	otomandibular dysplasia	semapv:ManualMappingCuration
GARD:1998	skos:exactMatch	MONDO:0009133	cerebellar ataxia, intellectual disability, and dysequilibrium	semapv:ManualMappingCuration
GARD:19980	skos:exactMatch	MONDO:0015483	mandibulofacial dysostosis	semapv:ManualMappingCuration
GARD:19981	skos:exactMatch	MONDO:0015488	predominantly large-vessel vasculitis	semapv:ManualMappingCuration
GARD:19982	skos:exactMatch	MONDO:0015489	predominantly medium-vessel vasculitis	semapv:ManualMappingCuration
GARD:19983	skos:exactMatch	MONDO:0015490	predominantly small-vessel vasculitis	semapv:ManualMappingCuration
GARD:19984	skos:exactMatch	MONDO:0015491	immune complex mediated vasculitis	semapv:ManualMappingCuration
GARD:19985	skos:exactMatch	MONDO:0015494	isolated dystonia	semapv:ManualMappingCuration
GARD:19986	skos:exactMatch	MONDO:0022409	nephropathy-associated ciliopathy	semapv:ManualMappingCuration
GARD:19987	skos:exactMatch	MONDO:0022410	retinal ciliopathy	semapv:ManualMappingCuration
GARD:19988	skos:exactMatch	MONDO:0022397	retinal ciliopathy due to mutation in the retinitis pigmentosa-1 gene	semapv:ManualMappingCuration
GARD:19989	skos:exactMatch	MONDO:0022399	retinal ciliopathy due to mutation in the RPGR gene	semapv:ManualMappingCuration
GARD:1999	skos:exactMatch	MONDO:0019403	congenital dyserythropoietic anemia	semapv:ManualMappingCuration
GARD:19990	skos:exactMatch	MONDO:0022400	retinal ciliopathy due to mutation in the RPGRIP gene	semapv:ManualMappingCuration
GARD:19991	skos:exactMatch	MONDO:0022404	retinal ciliopathy due to mutation in Usher gene	semapv:ManualMappingCuration
GARD:19992	skos:exactMatch	MONDO:0022405	retinal ciliopathy due to mutation in nephronophthisis gene	semapv:ManualMappingCuration
GARD:19993	skos:exactMatch	MONDO:0022407	retinal ciliopathy due to mutation in Bardet-Biedl gene	semapv:ManualMappingCuration
GARD:19994	skos:exactMatch	MONDO:0015495	obsolete otomandibular dysplasia associated with monogenic syndromes	semapv:ManualMappingCuration
GARD:19995	skos:exactMatch	MONDO:0015497	hypoglossia/aglossia	semapv:ManualMappingCuration
GARD:19996	skos:exactMatch	MONDO:0015498	oromandibular-limb anomalies syndrome	semapv:ManualMappingCuration
GARD:19997	skos:exactMatch	MONDO:0015499	paralytic facial malformation	semapv:ManualMappingCuration
GARD:19998	skos:exactMatch	MONDO:0015501	obsolete syndrome or malformation associated with head and neck malformations	semapv:ManualMappingCuration
GARD:19999	skos:exactMatch	MONDO:0015502	obsolete pinnae and external auditory canal anomaly	semapv:ManualMappingCuration
GARD:200	skos:exactMatch	MONDO:0018616	central serous chorioretinopathy	semapv:ManualMappingCuration
GARD:2000	skos:exactMatch	MONDO:0020337	congenital dyserythropoietic anemia type 1	semapv:ManualMappingCuration
GARD:20000	skos:exactMatch	MONDO:0015503	nose and cavum anomaly	semapv:ManualMappingCuration
GARD:20001	skos:exactMatch	MONDO:0015504	larynx anomaly	semapv:ManualMappingCuration
GARD:20002	skos:exactMatch	MONDO:0015505	tracheal anomaly	semapv:ManualMappingCuration
GARD:20003	skos:exactMatch	MONDO:0015506	obsolete rare syndrome with cardiac malformations	semapv:ManualMappingCuration
GARD:20004	skos:exactMatch	MONDO:0015507	obsolete rare genetic hepatic disease	semapv:ManualMappingCuration
GARD:20005	skos:exactMatch	MONDO:0015508	genetic parenchymatous liver disease	semapv:ManualMappingCuration
GARD:20006	skos:exactMatch	MONDO:0015509	genetic biliary tract disease	semapv:ManualMappingCuration
GARD:20007	skos:exactMatch	MONDO:0015510	obsolete rare genetic respiratory disease	semapv:ManualMappingCuration
GARD:20008	skos:exactMatch	MONDO:0015511	obsolete rare genetic urogenital disease	semapv:ManualMappingCuration
GARD:20009	skos:exactMatch	MONDO:0024987	obsolete genetic urogenital tract malformation	semapv:ManualMappingCuration
GARD:2001	skos:exactMatch	MONDO:0009134	congenital dyserythropoietic anemia type 2	semapv:ManualMappingCuration
GARD:20010	skos:exactMatch	MONDO:0015512	obsolete genetic hypertension	semapv:ManualMappingCuration
GARD:20011	skos:exactMatch	MONDO:0015513	obsolete rare genetic endocrine disease	semapv:ManualMappingCuration
GARD:20012	skos:exactMatch	MONDO:0015514	genetic endocrine growth disease	semapv:ManualMappingCuration
GARD:20013	skos:exactMatch	MONDO:0018677	visceral heterotaxy	semapv:ManualMappingCuration
GARD:20014	skos:exactMatch	MONDO:0015523	epithelioid hemangioendothelioma	semapv:ManualMappingCuration
GARD:20015	skos:exactMatch	MONDO:0015525	congenital pseudoarthrosis of the limbs	semapv:ManualMappingCuration
GARD:20016	skos:exactMatch	MONDO:0015528	congenital epulis	semapv:ManualMappingCuration
GARD:20017	skos:exactMatch	MONDO:0015530	trigeminal autonomic cephalalgia	semapv:ManualMappingCuration
GARD:20018	skos:exactMatch	MONDO:0015532	generalized eruptive histiocytosis	semapv:ManualMappingCuration
GARD:20019	skos:exactMatch	MONDO:0015533	benign cephalic histiocytosis	semapv:ManualMappingCuration
GARD:2002	skos:exactMatch	MONDO:0007109	congenital dyserythropoietic anemia type 3	semapv:ManualMappingCuration
GARD:20020	skos:exactMatch	MONDO:0015534	juvenile xanthogranuloma	semapv:ManualMappingCuration
GARD:20021	skos:exactMatch	MONDO:0015536	papular xanthoma	semapv:ManualMappingCuration
GARD:20022	skos:exactMatch	MONDO:0015538	indeterminate dendritic cell tumor	semapv:ManualMappingCuration
GARD:20023	skos:exactMatch	MONDO:0015539	progressive nodular histiocytosis	semapv:ManualMappingCuration
GARD:20024	skos:exactMatch	MONDO:0015540	hemophagocytic syndrome	semapv:ManualMappingCuration
GARD:20025	skos:exactMatch	MONDO:0015541	genetic hemophagocytic lymphohistiocytosis	semapv:ManualMappingCuration
GARD:20026	skos:exactMatch	MONDO:0015542	secondary hemophagocytic lymphohistiocytosis	semapv:ManualMappingCuration
GARD:20027	skos:exactMatch	MONDO:0015544	acquired hemophagocytic lymphohistiocytosis associated with malignant disease	semapv:ManualMappingCuration
GARD:20028	skos:exactMatch	MONDO:0015547	genetic dementia	semapv:ManualMappingCuration
GARD:20029	skos:exactMatch	MONDO:0015548	Huntington disease-like syndrome	semapv:ManualMappingCuration
GARD:2003	skos:exactMatch	MONDO:0016145	qualitative or quantitative defects of dysferlin	semapv:ManualMappingCuration
GARD:20030	skos:exactMatch	MONDO:0015549	obsolete rare genetic hematologic disease	semapv:ManualMappingCuration
GARD:20031	skos:exactMatch	MONDO:0015552	acral dystrophic epidermolysis bullosa	semapv:ManualMappingCuration
GARD:20032	skos:exactMatch	MONDO:0015553	dystrophic epidermolysis bullosa, nails only	semapv:ManualMappingCuration
GARD:20033	skos:exactMatch	MONDO:0015554	typical urticaria pigmentosa	semapv:ManualMappingCuration
GARD:20034	skos:exactMatch	MONDO:0015555	plaque-form urticaria pigmentosa	semapv:ManualMappingCuration
GARD:20035	skos:exactMatch	MONDO:0015556	nodular urticaria pigmentosa	semapv:ManualMappingCuration
GARD:20036	skos:exactMatch	MONDO:0015557	Smouldering systemic mastocytosis	semapv:ManualMappingCuration
GARD:20037	skos:exactMatch	MONDO:0015558	isolated bone marrow mastocytosis	semapv:ManualMappingCuration
GARD:20038	skos:exactMatch	MONDO:0015565	cap polyposis	semapv:ManualMappingCuration
GARD:20039	skos:exactMatch	MONDO:0015568	isolated congenital nasal pyriform aperture stenosis	semapv:ManualMappingCuration
GARD:2004	skos:exactMatch	MONDO:0014452	familial dysfibrinogenemia	semapv:ManualMappingCuration
GARD:20040	skos:exactMatch	MONDO:0015570	isolated congenital auditory ossicle malformation	semapv:ManualMappingCuration
GARD:20041	skos:exactMatch	MONDO:0015572	obsolete cerebral malformation due to abnormal neuronal migration	semapv:ManualMappingCuration
GARD:20042	skos:exactMatch	MONDO:0015573	subacute cutaneous lupus erythematosus	semapv:ManualMappingCuration
GARD:20043	skos:exactMatch	MONDO:0015574	chronic cutaneous lupus erythematosus	semapv:ManualMappingCuration
GARD:20044	skos:exactMatch	MONDO:0015575	obsolete rare bacterial infectious disease	semapv:ManualMappingCuration
GARD:20045	skos:exactMatch	MONDO:0015576	obsolete rare viral disease	semapv:ManualMappingCuration
GARD:20046	skos:exactMatch	MONDO:0015577	obsolete rare parasitic disease	semapv:ManualMappingCuration
GARD:20047	skos:exactMatch	MONDO:0015578	obsolete rare mycosis	semapv:ManualMappingCuration
GARD:20048	skos:exactMatch	MONDO:0015581	obsolete bile acid synthesis defect with cholestasis and malabsorption	semapv:ManualMappingCuration
GARD:20049	skos:exactMatch	MONDO:0015582	obsolete rare disorder related with pregnancy, childbirth and puerperium	semapv:ManualMappingCuration
GARD:2005	skos:exactMatch	MONDO:0015935	extragonadal germinoma	semapv:ManualMappingCuration
GARD:20050	skos:exactMatch	MONDO:0015585	cryptogenic late-onset epileptic spasms	semapv:ManualMappingCuration
GARD:20051	skos:exactMatch	MONDO:0015595	posttransplant acute limbic encephalitis	semapv:ManualMappingCuration
GARD:20052	skos:exactMatch	MONDO:0013626	psoriasis 14, pustular	semapv:ManualMappingCuration
GARD:20053	skos:exactMatch	MONDO:0015599	atopic keratoconjunctivitis	semapv:ManualMappingCuration
GARD:20054	skos:exactMatch	MONDO:0015600	X-linked intellectual disability, Cilliers type	semapv:ManualMappingCuration
GARD:20055	skos:exactMatch	MONDO:0015603	obsolete rare odontal or periodontal disorder	semapv:ManualMappingCuration
GARD:20056	skos:exactMatch	MONDO:0015604	middle ear anomaly	semapv:ManualMappingCuration
GARD:20057	skos:exactMatch	MONDO:0015608	acute myeloid leukemia and myelodysplastic syndromes related to radiation	semapv:ManualMappingCuration
GARD:20058	skos:exactMatch	MONDO:0015610	acquired aplastic anemia	semapv:ManualMappingCuration
GARD:20059	skos:exactMatch	MONDO:0015615	obsolete rare genetic gastroenterological disease	semapv:ManualMappingCuration
GARD:20060	skos:exactMatch	MONDO:0015616	obsolete rare genetic intestinal disease	semapv:ManualMappingCuration
GARD:20061	skos:exactMatch	MONDO:0015617	genetic gastro-esophageal disease	semapv:ManualMappingCuration
GARD:20062	skos:exactMatch	MONDO:0015618	obsolete genetic pancreatic disease	semapv:ManualMappingCuration
GARD:20063	skos:exactMatch	MONDO:0015619	non-syndromic urogenital tract malformation	semapv:ManualMappingCuration
GARD:20064	skos:exactMatch	MONDO:0015620	syndromic urogenital tract malformation	semapv:ManualMappingCuration
GARD:20065	skos:exactMatch	MONDO:0015622	wound myiasis	semapv:ManualMappingCuration
GARD:20066	skos:exactMatch	MONDO:0015623	cavitary myiasis	semapv:ManualMappingCuration
GARD:20067	skos:exactMatch	MONDO:0015624	diazoxide-sensitive diffuse hyperinsulinism	semapv:ManualMappingCuration
GARD:20068	skos:exactMatch	MONDO:0015625	diazoxide-resistant diffuse hyperinsulinism	semapv:ManualMappingCuration
GARD:20069	skos:exactMatch	MONDO:0010535	Bazex-Dupre-Christol syndrome	semapv:ManualMappingCuration
GARD:2007	skos:exactMatch	MONDO:0010584	dyskeratosis congenita, X-linked	semapv:ManualMappingCuration
GARD:20070	skos:exactMatch	MONDO:0015635	porokeratotic eccrine ostial and dermal duct nevus	semapv:ManualMappingCuration
GARD:20071	skos:exactMatch	MONDO:0015637	benign non-familial infantile seizures	semapv:ManualMappingCuration
GARD:20072	skos:exactMatch	MONDO:0015638	benign partial epilepsy of infancy with complex partial seizures	semapv:ManualMappingCuration
GARD:20073	skos:exactMatch	MONDO:0015639	benign partial epilepsy with secondarily generalized seizures in infancy	semapv:ManualMappingCuration
GARD:20074	skos:exactMatch	MONDO:0015640	benign infantile seizures associated with mild gastroenteritis	semapv:ManualMappingCuration
GARD:20075	skos:exactMatch	MONDO:0015641	benign infantile focal epilepsy with midline spikes and wave during sleep	semapv:ManualMappingCuration
GARD:20076	skos:exactMatch	MONDO:0015642	benign partial infantile seizures	semapv:ManualMappingCuration
GARD:20077	skos:exactMatch	MONDO:0015644	audiogenic seizures	semapv:ManualMappingCuration
GARD:20078	skos:exactMatch	MONDO:0015645	eating seizures	semapv:ManualMappingCuration
GARD:20079	skos:exactMatch	MONDO:0015646	orgasm-induced seizures	semapv:ManualMappingCuration
GARD:20080	skos:exactMatch	MONDO:0015647	thinking seizures	semapv:ManualMappingCuration
GARD:20081	skos:exactMatch	MONDO:0015648	startle epilepsy	semapv:ManualMappingCuration
GARD:20082	skos:exactMatch	MONDO:0015649	micturation-induced seizures	semapv:ManualMappingCuration
GARD:20083	skos:exactMatch	MONDO:0015650	epilepsy syndrome	semapv:ManualMappingCuration
GARD:20084	skos:exactMatch	MONDO:0015651	obsolete neurocutaneous syndrome with epilepsy	semapv:ManualMappingCuration
GARD:20085	skos:exactMatch	MONDO:0015652	obsolete chromosomal anomaly with epilepsy as a major feature	semapv:ManualMappingCuration
GARD:20086	skos:exactMatch	MONDO:0015653	monogenic epilepsy	semapv:ManualMappingCuration
GARD:20087	skos:exactMatch	MONDO:0015654	obsolete idiopathic or cryptogenic familial epilepsy syndrome with identified loci/genes	semapv:ManualMappingCuration
GARD:20088	skos:exactMatch	MONDO:0015655	obsolete cerebral malformation with epilepsy	semapv:ManualMappingCuration
GARD:20089	skos:exactMatch	MONDO:0015656	obsolete metabolic disease with epilepsy	semapv:ManualMappingCuration
GARD:2009	skos:exactMatch	MONDO:0015782	dysmorphism-cleft palate-loose skin syndrome	semapv:ManualMappingCuration
GARD:20090	skos:exactMatch	MONDO:0015657	obsolete inflammatory and autoimmune disease with epilepsy	semapv:ManualMappingCuration
GARD:20091	skos:exactMatch	MONDO:0015658	obsolete cerebral diseases of vascular origin with epilepsy	semapv:ManualMappingCuration
GARD:20092	skos:exactMatch	MONDO:0015659	obsolete infectious disease with epilepsy	semapv:ManualMappingCuration
GARD:20093	skos:exactMatch	MONDO:0015662	obsolete hemorrhagic disorder due to an acquired coagulation factor defect	semapv:ManualMappingCuration
GARD:20094	skos:exactMatch	MONDO:0015668	hereditary dentin defect	semapv:ManualMappingCuration
GARD:20095	skos:exactMatch	MONDO:0015669	obsolete rare disease with dentinogenesis imperfecta	semapv:ManualMappingCuration
GARD:20096	skos:exactMatch	MONDO:0004994	cardiomyopathy	semapv:ManualMappingCuration
GARD:20097	skos:exactMatch	MONDO:0015673	obsolete rare cardiac tumor	semapv:ManualMappingCuration
GARD:20098	skos:exactMatch	MONDO:0015678	dysplasia of head of femur, Meyer type	semapv:ManualMappingCuration
GARD:20099	skos:exactMatch	MONDO:0015680	obsolete rare pervasive developmental disorder	semapv:ManualMappingCuration
GARD:201	skos:exactMatch	MONDO:0007198	Ascher syndrome	semapv:ManualMappingCuration
GARD:20100	skos:exactMatch	MONDO:0015682	primary peritoneal tumor	semapv:ManualMappingCuration
GARD:20101	skos:exactMatch	MONDO:0015683	primary malignant peritoneal tumor	semapv:ManualMappingCuration
GARD:20102	skos:exactMatch	MONDO:0005512	malignant peritoneal mesothelioma	semapv:ManualMappingCuration
GARD:20103	skos:exactMatch	MONDO:0015686	primary peritoneal carcinoma	semapv:ManualMappingCuration
GARD:20104	skos:exactMatch	MONDO:0015687	chronic eosinophilic leukemia	semapv:ManualMappingCuration
GARD:20105	skos:exactMatch	MONDO:0015688	myeloid/lymphoid neoplasms associated with eosinophilia and abnormality of PDGFRA, PDGFRB, FGFR1 or JAK2	semapv:ManualMappingCuration
GARD:20106	skos:exactMatch	MONDO:0015689	myeloid neoplasm associated with PDGFRA rearrangement	semapv:ManualMappingCuration
GARD:20107	skos:exactMatch	MONDO:0015690	myeloid neoplasm associated with PDGFRB rearrangement	semapv:ManualMappingCuration
GARD:20108	skos:exactMatch	MONDO:0015692	refractory anemia with excess blasts in transformation	semapv:ManualMappingCuration
GARD:20109	skos:exactMatch	MONDO:0005710	composite lymphoma	semapv:ManualMappingCuration
GARD:20110	skos:exactMatch	MONDO:0015694	malignant melanoma of the mucosa	semapv:ManualMappingCuration
GARD:20111	skos:exactMatch	MONDO:0015697	immunoglobulin heavy chain deficiency	semapv:ManualMappingCuration
GARD:20112	skos:exactMatch	MONDO:0015698	transient hypogammaglobulinemia of infancy	semapv:ManualMappingCuration
GARD:20113	skos:exactMatch	MONDO:0015704	familial scaphocephaly syndrome	semapv:ManualMappingCuration
GARD:20114	skos:exactMatch	MONDO:0015707	obsolete DNA repair defect other than combined T-cell and B-cell immunodeficiencies	semapv:ManualMappingCuration
GARD:20115	skos:exactMatch	MONDO:0015708	immuno-osseous dysplasia	semapv:ManualMappingCuration
GARD:20116	skos:exactMatch	MONDO:0015709	obsolete immunodeficiency syndrome with autoimmunity	semapv:ManualMappingCuration
GARD:20117	skos:exactMatch	MONDO:0015710	obsolete immune dysregulation disease with immunodeficiency	semapv:ManualMappingCuration
GARD:20118	skos:exactMatch	MONDO:0015711	obsolete specific antibody deficiency with normal immunoglobulin concentrations and normal numbers of B cells	semapv:ManualMappingCuration
GARD:20119	skos:exactMatch	MONDO:0015713	idiopathic central precocious puberty	semapv:ManualMappingCuration
GARD:2012	skos:exactMatch	MONDO:0009138	dysosteosclerosis	semapv:ManualMappingCuration
