# creator_id: 0000-0002-2906-7319
# curie_map:
#   GARD: http://purl.obolibrary.org/obo/GARD_
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   oboInOwl: http://www.geneontology.org/formats/oboInOwl#
#   semapv: https://w3id.org/semapv/
#   skos: http://www.w3.org/2004/02/skos/core#
# license: http://w3id.org/sssom/license/unspecified
subject_id	predicate_id	object_id	object_label	proxy_id	mondo_predicate_id
GARD:21042	skos:exactMatch	MONDO:0017166	obsolete rare tumor of salivary glands	Orphanet:276142	skos:exactMatch
GARD:21043	skos:exactMatch	MONDO:0017167	malignant epithelial tumor of salivary glands	Orphanet:276145	skos:exactMatch
GARD:21044	skos:exactMatch	MONDO:0017169	multiple endocrine neoplasia	Orphanet:276161	skos:exactMatch
GARD:21045	skos:exactMatch	MONDO:0017170	idiopathic recurrent stupor	Orphanet:276174	skos:exactMatch
GARD:21046	skos:exactMatch	MONDO:0017171	mucopolysaccharidosis type 6, rapidly progressing	Orphanet:276212	skos:exactMatch
GARD:21047	skos:exactMatch	MONDO:0017172	mucopolysaccharidosis type 6, slowly progressing	Orphanet:276223	skos:exactMatch
GARD:21048	skos:exactMatch	MONDO:0017174	Machado-Joseph disease type 1	Orphanet:276238	skos:exactMatch
GARD:21049	skos:exactMatch	MONDO:0017175	Machado-Joseph disease type 2	Orphanet:276241	skos:exactMatch
GARD:21050	skos:exactMatch	MONDO:0017176	Machado-Joseph disease type 3	Orphanet:276244	skos:exactMatch
GARD:21051	skos:exactMatch	MONDO:0017177	hemihyperplasia-multiple lipomatosis syndrome	Orphanet:276280	skos:exactMatch
GARD:21052	skos:exactMatch	MONDO:0017180	10q22.3q23.3 microduplication syndrome	Orphanet:276422	skos:exactMatch
GARD:21053	skos:exactMatch	MONDO:0017182	familial hyperinsulinism	Orphanet:276525	skos:exactMatch
GARD:21054	skos:exactMatch	MONDO:0017183	hyperinsulinism due to UCP2 deficiency	Orphanet:276556	skos:exactMatch
GARD:21055	skos:exactMatch	MONDO:0017186	diazoxide-resistant hyperinsulinism	Orphanet:276585	skos:exactMatch
GARD:21056	skos:exactMatch	MONDO:0017189	adult-onset non-insulinoma persistent hyperinsulinemic hypoglycemia	Orphanet:276608	skos:exactMatch
GARD:21057	skos:exactMatch	MONDO:0017193	symptomatic form of Coffin-Lowry syndrome in female carriers	Orphanet:276630	skos:exactMatch
GARD:21058	skos:exactMatch	MONDO:0017201	Spasmus nutans	Orphanet:279882	skos:exactMatch
GARD:21059	skos:exactMatch	MONDO:0017202	acute endophthalmitis	Orphanet:279888	skos:exactMatch
GARD:21060	skos:exactMatch	MONDO:0017203	chronic endophthalmitis	Orphanet:279891	skos:exactMatch
GARD:21061	skos:exactMatch	MONDO:0017204	toxic maculopathy due to antimalarial drugs	Orphanet:279894	skos:exactMatch
GARD:21062	skos:exactMatch	MONDO:0017205	primary oculocerebral lymphoma	Orphanet:279897	skos:exactMatch
GARD:21063	skos:exactMatch	MONDO:0004351	intraocular lymphoma	Orphanet:279904	skos:exactMatch
GARD:21064	skos:exactMatch	MONDO:0017207	primary organ-specific lymphoma	Orphanet:279911	skos:exactMatch
GARD:21065	skos:exactMatch	MONDO:0006806	intermediate uveitis	Orphanet:279914	skos:exactMatch
GARD:21066	skos:exactMatch	MONDO:0017209	infectious posterior uveitis	Orphanet:279919	skos:exactMatch
GARD:21067	skos:exactMatch	MONDO:0017210	infectious anterior uveitis	Orphanet:279922	skos:exactMatch
GARD:21068	skos:exactMatch	MONDO:0017211	infectious panuveitis	Orphanet:279925	skos:exactMatch
GARD:21069	skos:exactMatch	MONDO:0017212	paraneoplastic uveitis	Orphanet:279928	skos:exactMatch
GARD:21070	skos:exactMatch	MONDO:0017216	calciphylaxis cutis	Orphanet:280065	skos:exactMatch
GARD:21071	skos:exactMatch	MONDO:0017217	visceral calciphylaxis	Orphanet:280068	skos:exactMatch
GARD:21072	skos:exactMatch	MONDO:0017220	laryngotracheoesophageal cleft type 0	Orphanet:280205	skos:exactMatch
GARD:21073	skos:exactMatch	MONDO:0017222	Pelizaeus-Merzbacher disease, classic form	Orphanet:280219	skos:exactMatch
GARD:21074	skos:exactMatch	MONDO:0017223	Pelizaeus-Merzbacher disease, transitional form	Orphanet:280224	skos:exactMatch
GARD:21075	skos:exactMatch	MONDO:0017224	Pelizaeus-Merzbacher disease in female carriers	Orphanet:280229	skos:exactMatch
GARD:21076	skos:exactMatch	MONDO:0017227	autoimmune pancreatitis type 1	Orphanet:280302	skos:exactMatch
GARD:21077	skos:exactMatch	MONDO:0017228	autoimmune pancreatitis type 2	Orphanet:280315	skos:exactMatch
GARD:21078	skos:exactMatch	MONDO:0017229	distal monosomy 12p	Orphanet:280325	skos:exactMatch
GARD:21079	skos:exactMatch	MONDO:0029014	obsolete rare systemic or rheumatological disease of childhood	Orphanet:280342	skos:exactMatch
GARD:2108	skos:exactMatch	MONDO:0013074	encephalocraniocutaneous lipomatosis	Orphanet:2396	skos:exactMatch
GARD:21080	skos:exactMatch	MONDO:0017230	autosomal semi-dominant severe lipodystrophic laminopathy	Orphanet:280365	skos:exactMatch
GARD:21083	skos:exactMatch	MONDO:0017232	recessive intellectual disability-motor dysfunction-multiple joint contractures syndrome	Orphanet:280384	skos:exactMatch
GARD:21084	skos:exactMatch	MONDO:0017233	familial Alzheimer-like prion disease	Orphanet:280397	skos:exactMatch
GARD:21085	skos:exactMatch	MONDO:0017234	inherited prion disease	Orphanet:280400	skos:exactMatch
GARD:21086	skos:exactMatch	MONDO:0017235	familial omphalocele syndrome with facial dysmorphism	Orphanet:280403	skos:exactMatch
GARD:21087	skos:exactMatch	MONDO:0008534	generalized essential telangiectasia	Orphanet:280774	skos:exactMatch
GARD:21088	skos:exactMatch	MONDO:0017243	bullous diffuse cutaneous mastocytosis	Orphanet:280785	skos:exactMatch
GARD:21089	skos:exactMatch	MONDO:0017244	pseudoxanthomatous diffuse cutaneous mastocytosis	Orphanet:280794	skos:exactMatch
GARD:21090	skos:exactMatch	MONDO:0017245	intralobar congenital pulmonary sequestration	Orphanet:280802	skos:exactMatch
GARD:21091	skos:exactMatch	MONDO:0017246	extralobar congenital pulmonary sequestration	Orphanet:280811	skos:exactMatch
GARD:21092	skos:exactMatch	MONDO:0017247	communicating congenital bronchopulmonary-foregut malformation	Orphanet:280821	skos:exactMatch
GARD:21093	skos:exactMatch	MONDO:0017248	congenital pulmonary airway malformation type 0	Orphanet:280827	skos:exactMatch
GARD:21094	skos:exactMatch	MONDO:0017249	congenital pulmonary airway malformation type 1	Orphanet:280832	skos:exactMatch
GARD:21095	skos:exactMatch	MONDO:0017250	congenital pulmonary airway malformation type 2	Orphanet:280840	skos:exactMatch
GARD:21096	skos:exactMatch	MONDO:0017251	congenital pulmonary airway malformation type 3	Orphanet:280847	skos:exactMatch
GARD:21097	skos:exactMatch	MONDO:0017252	congenital pulmonary airway malformation type 4	Orphanet:280854	skos:exactMatch
GARD:21098	skos:exactMatch	MONDO:0017256	idiopathic anterior uveitis	Orphanet:280914	skos:exactMatch
GARD:21099	skos:exactMatch	MONDO:0017257	idiopathic posterior uveitis	Orphanet:280917	skos:exactMatch
GARD:21100	skos:exactMatch	MONDO:0017258	idiopathic panuveitis	Orphanet:280921	skos:exactMatch
GARD:21101	skos:exactMatch	MONDO:0017259	obsolete systemic diseases with anterior uveitis	Orphanet:280926	skos:exactMatch
GARD:21102	skos:exactMatch	MONDO:0017260	obsolete systemic diseases with posterior uveitis	Orphanet:280930	skos:exactMatch
GARD:21103	skos:exactMatch	MONDO:0017261	obsolete systemic diseases with panuveitis	Orphanet:280933	skos:exactMatch
GARD:21104	skos:exactMatch	MONDO:0017262	inherited non-syndromic ichthyosis	Orphanet:281082	skos:exactMatch
GARD:21105	skos:exactMatch	MONDO:0017263	inherited ichthyosis syndromic form	Orphanet:281085	skos:exactMatch
GARD:21106	skos:exactMatch	MONDO:0017265	autosomal recessive congenital ichthyosis	Orphanet:281097	skos:exactMatch
GARD:21107	skos:exactMatch	MONDO:0017266	keratinopathic ichthyosis	Orphanet:281103	skos:exactMatch
GARD:21108	skos:exactMatch	MONDO:0017268	acral self-healing collodion baby	Orphanet:281127	skos:exactMatch
GARD:21109	skos:exactMatch	MONDO:0017269	X-linked ichthyosis syndrome	Orphanet:281210	skos:exactMatch
GARD:21110	skos:exactMatch	MONDO:0017270	autosomal ichthyosis syndrome	Orphanet:281217	skos:exactMatch
GARD:21111	skos:exactMatch	MONDO:0017271	obsolete autosomal ichthyosis syndrome with prominent hair abnormalities	Orphanet:281222	skos:exactMatch
GARD:21112	skos:exactMatch	MONDO:0017272	obsolete autosomal ichthyosis syndrome with prominent neurologics signs	Orphanet:281238	skos:exactMatch
GARD:21113	skos:exactMatch	MONDO:0017273	obsolete autosomal ichthyosis syndrome with fatal disease course	Orphanet:281241	skos:exactMatch
GARD:21114	skos:exactMatch	MONDO:0029102	obsolete autosomal ichthyosis syndrome with other associated signs	Orphanet:281244	skos:exactMatch
GARD:21115	skos:exactMatch	MONDO:0017277	partial deletion of chromosome 12	Orphanet:282124	skos:exactMatch
GARD:21116	skos:exactMatch	MONDO:0017278	autoimmune polyendocrinopathy	Orphanet:282196	skos:exactMatch
GARD:21117	skos:exactMatch	MONDO:0017284	Xp22.13p22.2 duplication syndrome	Orphanet:284180	skos:exactMatch
GARD:21118	skos:exactMatch	MONDO:0017289	fetal lung interstitial tumor	Orphanet:284362	skos:exactMatch
GARD:21119	skos:exactMatch	MONDO:0017290	familial intrahepatic cholestasis	Orphanet:284385	skos:exactMatch
GARD:21120	skos:exactMatch	MONDO:0017292	well-differentiated fetal adenocarcinoma of the lung	Orphanet:284395	skos:exactMatch
GARD:21121	skos:exactMatch	MONDO:0017299	acute annular outer retinopathy	Orphanet:284460	skos:exactMatch
GARD:21122	skos:exactMatch	MONDO:0017302	qualitative or quantitative defects of troponin	Orphanet:284786	skos:exactMatch
GARD:21123	skos:exactMatch	MONDO:0017303	qualitative or quantitative defects of tropomyosin	Orphanet:284790	skos:exactMatch
GARD:21124	skos:exactMatch	MONDO:0017304	ocular albinism	Orphanet:284804	skos:exactMatch
GARD:21125	skos:exactMatch	MONDO:0017305	syndromic oculocutaneous albinism	Orphanet:284811	skos:exactMatch
GARD:21126	skos:exactMatch	MONDO:0017306	disorder of phenylalanine metabolism	Orphanet:284814	skos:exactMatch
GARD:21127	skos:exactMatch	MONDO:0017307	disorder of tyrosine metabolism	Orphanet:284818	skos:exactMatch
GARD:21128	skos:exactMatch	MONDO:0017309	neonatal Marfan syndrome	Orphanet:284979	skos:exactMatch
GARD:21129	skos:exactMatch	MONDO:0017310	Marfan and Marfan-related disorder	Orphanet:284993	skos:exactMatch
GARD:2113	skos:exactMatch	MONDO:0009167	Bonnemann-Meinecke-Reich syndrome	Orphanet:1261	skos:exactMatch
GARD:21130	skos:exactMatch	MONDO:0017311	obsolete rare disease with thoracic aortic aneurysm and aortic dissection	Orphanet:285014	skos:exactMatch
GARD:21131	skos:exactMatch	MONDO:0017313	disorder of folate metabolism and transport	Orphanet:285657	skos:exactMatch
GARD:21132	skos:exactMatch	MONDO:0017322	disorders of vitamin D metabolism	Orphanet:289098	skos:exactMatch
GARD:21133	skos:exactMatch	MONDO:0017323	hypocalcemic rickets	Orphanet:289103	skos:exactMatch
GARD:21134	skos:exactMatch	MONDO:0017325	early-onset epileptic encephalopathy and intellectual disability due to GRIN2A mutation	Orphanet:289266	skos:exactMatch
GARD:21135	skos:exactMatch	MONDO:0017326	infective dermatitis associated with HTLV-1	Orphanet:289347	skos:exactMatch
GARD:21136	skos:exactMatch	MONDO:0017327	primary non-gestational choriocarcinoma of ovary	Orphanet:289356	skos:exactMatch
GARD:21137	skos:exactMatch	MONDO:0017328	non-central nervous system-localized embryonal carcinoma	Orphanet:289362	skos:exactMatch
GARD:21138	skos:exactMatch	MONDO:0017330	malignancy diagnosed during pregnancy	Orphanet:289385	skos:exactMatch
GARD:21139	skos:exactMatch	MONDO:0017332	pyoderma gangrenosum-acne-suppurative hidradenitis syndrome	Orphanet:289478	skos:exactMatch
GARD:21140	skos:exactMatch	MONDO:0017333	obsolete hypomyelinating leukodystrophy with or without oligondontia and/or hypogonadism	Orphanet:289494	skos:exactMatch
GARD:21141	skos:exactMatch	MONDO:0017334	12q15q21.1 microdeletion syndrome	Orphanet:289513	skos:exactMatch
GARD:21142	skos:exactMatch	MONDO:0017335	microtriplication 11q24.1	Orphanet:289522	skos:exactMatch
GARD:21143	skos:exactMatch	MONDO:0017337	inherited isolated adrenal insufficiency due to partial CYP11A1 deficiency	Orphanet:289548	skos:exactMatch
GARD:21144	skos:exactMatch	MONDO:0017340	juvenile nasopharyngeal angiofibroma	Orphanet:289596	skos:exactMatch
GARD:21145	skos:exactMatch	MONDO:0017341	virus associated tumor	Orphanet:289635	skos:exactMatch
GARD:21146	skos:exactMatch	MONDO:0017342	Epstein-Barr virus-related tumor	Orphanet:289638	skos:exactMatch
GARD:21147	skos:exactMatch	MONDO:0017343	Epstein-Barr virus-associated malignant lymphoproliferative disorder	Orphanet:289644	skos:exactMatch
GARD:21148	skos:exactMatch	MONDO:0017344	Epstein-Barr virus-associated carcinoma	Orphanet:289651	skos:exactMatch
GARD:21149	skos:exactMatch	MONDO:0017345	Epstein-Barr virus-associated mesenchymal tumor	Orphanet:289656	skos:exactMatch
GARD:21150	skos:exactMatch	MONDO:0017346	Epstein-Barr virus-positive diffuse large B-cell lymphoma of the elderly	Orphanet:289661	skos:exactMatch
GARD:21151	skos:exactMatch	MONDO:0017348	lymphoepithelial-like carcinoma	Orphanet:289682	skos:exactMatch
GARD:21152	skos:exactMatch	MONDO:0017349	myopericytoma	Orphanet:289685	skos:exactMatch
GARD:21154	skos:exactMatch	MONDO:0017350	inborn disorder of tryptophan metabolism	Orphanet:289829	skos:exactMatch
GARD:21155	skos:exactMatch	MONDO:0017351	inborn disorder of lysine and hydroxylysine metabolism	Orphanet:289832	skos:exactMatch
GARD:21156	skos:exactMatch	MONDO:0017352	disorder of glutamine metabolism	Orphanet:289841	skos:exactMatch
GARD:21157	skos:exactMatch	MONDO:0017355	inborn disorder of proline metabolism	Orphanet:289866	skos:exactMatch
GARD:21158	skos:exactMatch	MONDO:0017356	inborn disorder of ornithine metabolism	Orphanet:289869	skos:exactMatch
GARD:21159	skos:exactMatch	MONDO:0017357	transient hyperammonemia of the newborn	Orphanet:289877	skos:exactMatch
GARD:21160	skos:exactMatch	MONDO:0017368	obsolete systemic disease with skin involvement	Orphanet:290836	skos:exactMatch
GARD:21161	skos:exactMatch	MONDO:0017369	obsolete autoinflammatory syndrome with immune deficiency	Orphanet:290839	skos:exactMatch
GARD:21162	skos:exactMatch	MONDO:0017370	obsolete autoinflammatory syndrome with skin involvement	Orphanet:290842	skos:exactMatch
GARD:21163	skos:exactMatch	MONDO:0017371	obsolete rare head and neck tumor	Orphanet:290849	skos:exactMatch
GARD:21164	skos:exactMatch	MONDO:0017384	acute generalized exanthematous pustulosis	Orphanet:293173	skos:exactMatch
GARD:21165	skos:exactMatch	MONDO:0017386	pleomorphic rhabdomyosarcoma	Orphanet:293199	skos:exactMatch
GARD:21166	skos:exactMatch	MONDO:0017389	tetrahydrobiopterin-responsive hyperphenylalaninemia/phenylketonuria	Orphanet:293284	skos:exactMatch
GARD:21167	skos:exactMatch	MONDO:0017391	Grayson-Wilbrandt corneal dystrophy	Orphanet:293375	skos:exactMatch
GARD:21168	skos:exactMatch	MONDO:0017392	pre-descemet corneal dystrophy	Orphanet:293462	skos:exactMatch
GARD:21169	skos:exactMatch	MONDO:0017394	ketamine-induced biliary dilatation	Orphanet:293807	skos:exactMatch
GARD:21170	skos:exactMatch	MONDO:0017395	fixed pigmented erythema	Orphanet:293812	skos:exactMatch
GARD:21171	skos:exactMatch	MONDO:0017396	toxic dermatosis	Orphanet:293815	skos:exactMatch
GARD:21172	skos:exactMatch	MONDO:0017397	constitutional dyserythropoietic anemia	Orphanet:293830	skos:exactMatch
GARD:21173	skos:exactMatch	MONDO:0017405	1p21.3 microdeletion syndrome	Orphanet:293948	skos:exactMatch
GARD:21174	skos:exactMatch	MONDO:0017406	hypogonadotropic hypogonadism-severe microcephaly-sensorineural hearing loss-dysmorphism syndrome	Orphanet:293967	skos:exactMatch
GARD:21175	skos:exactMatch	MONDO:0013363	chromosome 2q31.1 duplication syndrome	Orphanet:294026	skos:exactMatch
GARD:21176	skos:exactMatch	MONDO:0017414	obsolete rare nevus	Orphanet:294057	skos:exactMatch
GARD:21177	skos:exactMatch	MONDO:0017415	multiple pterygium syndrome	Orphanet:294060	skos:exactMatch
GARD:21178	skos:exactMatch	MONDO:0017418	chronic intestinal failure	Orphanet:294422	skos:exactMatch
GARD:21179	skos:exactMatch	MONDO:0017419	non-syndromic amelia	Orphanet:294925	skos:exactMatch
GARD:21180	skos:exactMatch	MONDO:0017420	intercalary limb defects	Orphanet:294927	skos:exactMatch
GARD:21181	skos:exactMatch	MONDO:0017427	congenital deformities of limbs	Orphanet:294944	skos:exactMatch
GARD:21182	skos:exactMatch	MONDO:0017428	congenital deformities of fingers	Orphanet:294947	skos:exactMatch
GARD:21183	skos:exactMatch	MONDO:0017429	joint formation defects	Orphanet:294949	skos:exactMatch
GARD:21184	skos:exactMatch	MONDO:0017430	non-syndromic congenital joint dislocations	Orphanet:294951	skos:exactMatch
GARD:21185	skos:exactMatch	MONDO:0017431	non-syndromic limb overgrowth	Orphanet:294953	skos:exactMatch
GARD:21186	skos:exactMatch	MONDO:0017432	obsolete syndrome with limb reduction defects	Orphanet:294955	skos:exactMatch
GARD:21187	skos:exactMatch	MONDO:0017433	obsolete dysostosis with combined reduction defects of upper and lower limbs	Orphanet:294957	skos:exactMatch
GARD:21188	skos:exactMatch	MONDO:0017434	obsolete syndrome with limb duplication, polydactyly, syndactyly, and/or hyperphalangy	Orphanet:294959	skos:exactMatch
GARD:21189	skos:exactMatch	MONDO:0017435	popliteal pterygium syndrome	Orphanet:294963	skos:exactMatch
GARD:21190	skos:exactMatch	MONDO:0017437	amelia of upper limb	Orphanet:294967	skos:exactMatch
GARD:21191	skos:exactMatch	MONDO:0017438	amelia of lower limb	Orphanet:294969	skos:exactMatch
GARD:21192	skos:exactMatch	MONDO:0017440	humeral agenesis/hypoplasia	Orphanet:294973	skos:exactMatch
GARD:21193	skos:exactMatch	MONDO:0017442	congenital absence of thigh and lower leg with foot present	Orphanet:294977	skos:exactMatch
GARD:21194	skos:exactMatch	MONDO:0017443	congenital absence of both forearm and hand	Orphanet:294979	skos:exactMatch
GARD:21195	skos:exactMatch	MONDO:0017444	congenital absence of both lower leg and foot	Orphanet:294981	skos:exactMatch
GARD:21196	skos:exactMatch	MONDO:0017445	acheiria	Orphanet:294983	skos:exactMatch
GARD:21197	skos:exactMatch	MONDO:0017446	apodia	Orphanet:294986	skos:exactMatch
GARD:21198	skos:exactMatch	MONDO:0017447	congenital absence/hypoplasia of thumb	Orphanet:294988	skos:exactMatch
GARD:21199	skos:exactMatch	MONDO:0017455	hyperphalangy	Orphanet:295002	skos:exactMatch
GARD:212	skos:exactMatch	MONDO:0008396	oculodental syndrome, Rutherfurd type	Orphanet:2709	skos:exactMatch
GARD:21200	skos:exactMatch	MONDO:0017456	central polydactyly of fingers	Orphanet:295004	skos:exactMatch
GARD:21201	skos:exactMatch	MONDO:0017460	syndactyly type 6	Orphanet:295012	skos:exactMatch
GARD:21202	skos:exactMatch	MONDO:0017461	familial isolated clinodactyly of fingers	Orphanet:295014	skos:exactMatch
GARD:21203	skos:exactMatch	MONDO:0017462	congenital pseudoarthrosis of the tibia	Orphanet:295018	skos:exactMatch
GARD:21204	skos:exactMatch	MONDO:0017463	congenital pseudoarthrosis of the femur	Orphanet:295020	skos:exactMatch
GARD:21205	skos:exactMatch	MONDO:0017464	congenital pseudoarthrosis of the fibula	Orphanet:295022	skos:exactMatch
GARD:21206	skos:exactMatch	MONDO:0017465	congenital pseudoarthrosis of the radius	Orphanet:295024	skos:exactMatch
GARD:21207	skos:exactMatch	MONDO:0017466	congenital pseudoarthrosis of the ulna	Orphanet:295026	skos:exactMatch
GARD:21208	skos:exactMatch	MONDO:0017467	tibio-fibular synostosis	Orphanet:295028	skos:exactMatch
GARD:21209	skos:exactMatch	MONDO:0017468	congenital shoulder dislocation	Orphanet:295030	skos:exactMatch
GARD:21210	skos:exactMatch	MONDO:0017469	congenital elbow dislocation	Orphanet:295032	skos:exactMatch
GARD:21211	skos:exactMatch	MONDO:0017470	congenital knee dislocation	Orphanet:295034	skos:exactMatch
GARD:21212	skos:exactMatch	MONDO:0017476	upper limb hypertrophy	Orphanet:295049	skos:exactMatch
GARD:21213	skos:exactMatch	MONDO:0017477	lower limb hypertrophy	Orphanet:295051	skos:exactMatch
GARD:21214	skos:exactMatch	MONDO:0017543	zygodactyly type 2	Orphanet:295189	skos:exactMatch
GARD:21215	skos:exactMatch	MONDO:0017544	zygodactyly type 3	Orphanet:295191	skos:exactMatch
GARD:21216	skos:exactMatch	MONDO:0017545	zygodactyly type 4	Orphanet:295193	skos:exactMatch
GARD:21217	skos:exactMatch	MONDO:0017546	congenital vertical talus, unilateral	Orphanet:295201	skos:exactMatch
GARD:21218	skos:exactMatch	MONDO:0017547	congenital vertical talus, bilateral	Orphanet:295203	skos:exactMatch
GARD:21219	skos:exactMatch	MONDO:0017552	humero-ulnar synostosis, unilateral	Orphanet:295213	skos:exactMatch
GARD:21220	skos:exactMatch	MONDO:0017553	humero-ulnar synostosis, bilateral	Orphanet:295215	skos:exactMatch
GARD:21221	skos:exactMatch	MONDO:0017554	radio-ulnar synostosis, unilateral	Orphanet:295217	skos:exactMatch
GARD:21222	skos:exactMatch	MONDO:0017555	radio-ulnar synostosis, bilateral	Orphanet:295219	skos:exactMatch
GARD:21223	skos:exactMatch	MONDO:0017558	congenital elbow dislocation, unilateral	Orphanet:295225	skos:exactMatch
GARD:21224	skos:exactMatch	MONDO:0017559	congenital elbow dislocation, bilateral	Orphanet:295227	skos:exactMatch
GARD:21225	skos:exactMatch	MONDO:0017560	congenital genu recurvatum	Orphanet:295229	skos:exactMatch
GARD:21226	skos:exactMatch	MONDO:0017561	congenital genu flexum	Orphanet:295232	skos:exactMatch
GARD:21227	skos:exactMatch	MONDO:0017564	macrodactyly of fingers, unilateral	Orphanet:295239	skos:exactMatch
GARD:21228	skos:exactMatch	MONDO:0017565	macrodactyly of fingers, bilateral	Orphanet:295241	skos:exactMatch
GARD:21229	skos:exactMatch	MONDO:0017566	macrodactyly of toes, unilateral	Orphanet:295243	skos:exactMatch
GARD:2123	skos:exactMatch	MONDO:0007618	Eng-Strom syndrome	Orphanet:1937	skos:exactMatch
GARD:21230	skos:exactMatch	MONDO:0017567	macrodactyly of toes, bilateral	Orphanet:295245	skos:exactMatch
GARD:21231	skos:exactMatch	MONDO:0017578	disorder of thiamine metabolism and transport	Orphanet:298644	skos:exactMatch
GARD:21232	skos:exactMatch	MONDO:0017580	11p15.4 microduplication syndrome	Orphanet:300305	skos:exactMatch
GARD:21233	skos:exactMatch	MONDO:0017584	Sagliker syndrome	Orphanet:300493	skos:exactMatch
GARD:21234	skos:exactMatch	MONDO:0017587	onychomatricoma	Orphanet:300512	skos:exactMatch
GARD:21235	skos:exactMatch	MONDO:0017588	nail tumor	Orphanet:300515	skos:exactMatch
GARD:21236	skos:exactMatch	MONDO:0017589	follicular cholangitis and pancreatitis	Orphanet:300552	skos:exactMatch
GARD:21237	skos:exactMatch	MONDO:0017590	carcinoma of the ampulla of vater	Orphanet:300557	skos:exactMatch
GARD:21238	skos:exactMatch	MONDO:0017591	combined pulmonary fibrosis-emphysema syndrome	Orphanet:300564	skos:exactMatch
GARD:21239	skos:exactMatch	MONDO:0017592	staphylococcal toxemia	Orphanet:300579	skos:exactMatch
GARD:21240	skos:exactMatch	MONDO:0029810	obsolete laminopathy with striated muscle involvement	Orphanet:300755	skos:exactMatch
GARD:21241	skos:exactMatch	MONDO:0029811	obsolete laminopathy with peripheral neuropathy	Orphanet:300758	skos:exactMatch
GARD:21242	skos:exactMatch	MONDO:0029812	obsolete laminopathy with lipodystrophy	Orphanet:300763	skos:exactMatch
GARD:21243	skos:exactMatch	MONDO:0029813	obsolete laminopathy with premature aging	Orphanet:300766	skos:exactMatch
GARD:21244	skos:exactMatch	MONDO:0017594	indolent B-cell non-Hodgkin lymphoma	Orphanet:300842	skos:exactMatch
GARD:21245	skos:exactMatch	MONDO:0017595	aggressive B-cell non-Hodgkin lymphoma	Orphanet:300846	skos:exactMatch
GARD:21246	skos:exactMatch	MONDO:0017596	diffuse large B-cell lymphoma of the central nervous system	Orphanet:300849	skos:exactMatch
GARD:21247	skos:exactMatch	MONDO:0017598	primary cutaneous anaplastic large cell lymphoma	Orphanet:300865	skos:exactMatch
GARD:21248	skos:exactMatch	MONDO:0017599	splenic diffuse red pulp small B-cell lymphoma	Orphanet:300869	skos:exactMatch
GARD:21249	skos:exactMatch	MONDO:0017600	hairy cell leukemia variant	Orphanet:300878	skos:exactMatch
GARD:2125	skos:exactMatch	MONDO:0013046	glycogen storage disease due to muscle beta-enolase deficiency	Orphanet:99849	skos:exactMatch
GARD:21250	skos:exactMatch	MONDO:0017601	diffuse large B-cell lymphoma with chronic inflammation	Orphanet:300888	skos:exactMatch
GARD:21251	skos:exactMatch	MONDO:0017602	ALK-positive anaplastic large cell lymphoma	Orphanet:300895	skos:exactMatch
GARD:21252	skos:exactMatch	MONDO:0017603	ALK-negative anaplastic large cell lymphoma	Orphanet:300903	skos:exactMatch
GARD:21253	skos:exactMatch	MONDO:0017611	pituitary tumor	Orphanet:304055	skos:exactMatch
GARD:21254	skos:exactMatch	MONDO:0017624	familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis	Orphanet:306516	skos:exactMatch
GARD:21255	skos:exactMatch	MONDO:0017628	myospherulosis	Orphanet:306553	skos:exactMatch
GARD:21256	skos:exactMatch	MONDO:0017631	obsolete rare tumor of gallbladder and extrahepatic biliary tract	Orphanet:306633	skos:exactMatch
GARD:21257	skos:exactMatch	MONDO:0017632	obsolete rare tumor of liver and intrahepatic biliary tract	Orphanet:306636	skos:exactMatch
GARD:21258	skos:exactMatch	MONDO:0017633	obsolete rare intoxication due to medical products	Orphanet:306640	skos:exactMatch
GARD:21260	skos:exactMatch	MONDO:0017634	non-infectious anterior uveitis	Orphanet:306648	skos:exactMatch
GARD:21261	skos:exactMatch	MONDO:0017635	obsolete parkinsonian syndrome due to neurodegenerative disease	Orphanet:306666	skos:exactMatch
GARD:21262	skos:exactMatch	MONDO:0017636	hemiparkinsonism-hemiatrophy syndrome	Orphanet:306669	skos:exactMatch
GARD:21263	skos:exactMatch	MONDO:0017637	obsolete rare parkinsonian syndrome due to intoxication	Orphanet:306679	skos:exactMatch
GARD:21264	skos:exactMatch	MONDO:0017638	manganese poisoning	Orphanet:306682	skos:exactMatch
GARD:21265	skos:exactMatch	MONDO:0017639	carbon monoxide-induced parkinsonism	Orphanet:306686	skos:exactMatch
GARD:21266	skos:exactMatch	MONDO:0017640	cyanide-induced parkinsonism	Orphanet:306692	skos:exactMatch
GARD:21267	skos:exactMatch	MONDO:0017641	obsolete miscellaneous movement disorder due to neurodegenerative disease	Orphanet:306695	skos:exactMatch
GARD:21268	skos:exactMatch	MONDO:0017643	obsolete frontotemporal neurodegeneration with movement disorder	Orphanet:306708	skos:exactMatch
GARD:21269	skos:exactMatch	MONDO:0017644	obsolete rare tremor disorder	Orphanet:306712	skos:exactMatch
GARD:21270	skos:exactMatch	MONDO:0017645	obsolete rare choreic movement disorder	Orphanet:306715	skos:exactMatch
